1053.05,0.82,86
1056.05,0.79,86
1059.05,0.76,86
1062.05,0.8,86
1065.05,0.8,86
1068.05,0.83,86
1071.06,0.84,86
1074.06,0.87,86
1077.06,0.88,86
1080.06,0.89,86
1083.06,0.89,86
1086.06,0.91,86
1089.06,0.92,86
1092.06,0.93,86
1095.06,0.93,86
1098.06,0.93,86
1101.07,0.84,86
1104.07,0.77,86
1107.07,0.81,86
1110.07,0.82,86
1113.07,0.86,86
1116.07,0.87,86
1119.07,0.89,86
1122.07,0.91,86
1125.07,0.92,86
1128.07,0.93,86
1131.08,0.95,86
1134.08,0.96,86
1137.08,0.96,86
1140.08,0.97,86
1143.08,0.95,86
1146.08,0.95,86
1149.08,0.96,86
1152.08,0.97,86
1155.08,0.98,86
1158.08,0.99,86
1161.09,0.99,86
1164.09,1,86
1167.09,1,86
1170.09,1.01,86
1173.09,1.01,86
1176.09,1.02,86
1179.09,1.03,86
1182.09,1.03,86
1185.09,1.04,86
1188.09,1.04,86
1191.1,1.04,86
1194.1,1.05,86
1197.1,1.05,86
1200.1,1.06,86
1203.1,1.06,86
1206.1,1.07,86
1209.1,1.07,86
1212.1,1.08,86
1215.1,1.09,86
1218.1,1.23,86
1221.11,1.09,86
1224.11,1.1,86
1227.11,1.1,86
1230.11,1.11,86
1233.11,1.11,86
1236.11,1.11,86
1239.11,1.11,86
1242.11,1.12,86
1245.11,1.12,86
1248.11,1.13,86
1251.12,1.13,86
1254.12,1.14,86
1257.12,1.14,86
1260.12,1.14,86
1263.12,1.15,86
1266.12,1.15,86
1269.12,1.16,86
1272.12,1.16,86
1275.12,1.17,86
1278.12,1.17,86
1281.12,1.17,86
1284.13,1.18,86
1287.13,1.18,86
1290.13,1.18,86
1293.13,1.17,86
1296.13,1.17,86
1299.13,1.1,86
1302.13,0.87,86
