1408.59,1.51,85
1411.59,1.5,82
1414.59,1.5,83
1417.59,1.46,87
1420.59,1.46,78
1423.59,1.47,78
1426.6,1.46,115
1429.6,1.44,114
1432.6,1.44,94
1435.6,1.43,84
1438.6,1.44,84
1441.6,1.44,79
1444.6,1.42,81
1447.6,1.43,86
1450.6,1.44,83
1453.6,1.45,76
1456.61,1.46,77
1459.61,1.46,74
1462.61,1.47,74
1465.61,1.48,95
1468.61,1.48,87
1471.61,1.49,72
1474.61,1.49,72
1477.61,1.49,102
1480.61,1.5,87
1483.61,1.5,80
1486.62,1.51,71
1489.62,1.51,71
1492.62,1.52,70
1495.62,1.52,70
1498.62,1.53,69
1501.62,1.53,69
1504.62,1.55,61
1507.62,1.55,55
1510.62,1.56,55
1513.62,1.56,74
1516.62,1.56,72
1519.63,1.57,68
1522.63,1.57,68
1525.63,1.58,167
1528.63,1.58,126
1531.63,1.59,126
1534.63,1.6,52
1537.63,1.6,64
1540.63,1.6,70
1543.63,1.61,75
1546.63,1.61,142
1549.64,1.58,104
1552.64,1.58,81
1555.64,1.58,81
1558.64,1.58,41
1561.64,1.59,45
1564.64,1.59,57
1567.64,1.6,137
1570.64,1.6,84
1573.64,1.6,84
1576.64,1.61,54
1579.65,1.61,57
1582.65,1.62,62
1585.65,1.62,73
1588.65,1.63,63
1591.65,1.63,63
1594.65,1.63,70
1597.65,1.64,71
1600.65,1.64,74
1603.65,1.64,79
1606.65,1.64,67
1609.66,1.65,67
1612.66,1.65,68
1615.66,1.65,70
1618.66,1.65,73
1621.66,1.65,147
1624.66,1.66,112
1627.66,1.66,74
1630.66,1.66,74
1633.66,1.66,63
1636.66,1.66,66
1639.67,1.66,68
1642.67,1.67,114
1645.67,1.67,103
